sentence,class
If Nina lives in Sonvad then Nina lives in India and If Nina lives in Maharashtra then Nina lives in India,4
If Nina lives in Sonvad then Nina lives in Asia and If Nina lives in Maharashtra then Nina lives in Asia,4
If Nina lives in Sonvad then Nina lives in India or If Nina lives in Maharashtra then Nina lives in India,5
If Nina lives in Sonvad then Nina lives in Asia or If Nina lives in Maharashtra then Nina lives in Asia,5
If Walter lives in Soygaon then Walter lives in Maharashtra,1
If Walter lives in Soygaon then Walter lives in India,1
If Walter lives in Soygaon then Walter lives in Asia,1
If Walter lives in Maharashtra then Walter lives in India,1
If Walter lives in Maharashtra then Walter lives in Asia,1
If Walter lives in India then Walter lives in Asia,1
If Walter lives in Soygaon then Walter lives in Maharashtra and If Walter lives in Soygaon then Walter lives in India,2
If Walter lives in Soygaon then Walter lives in Maharashtra or If Walter lives in Soygaon then Walter lives in India,3
If Walter lives in Soygaon then Walter lives in India and If Walter lives in Maharashtra then Walter lives in India,4
If Walter lives in Soygaon then Walter lives in Asia and If Walter lives in Maharashtra then Walter lives in Asia,4
If Walter lives in Soygaon then Walter lives in India or If Walter lives in Maharashtra then Walter lives in India,5
If Walter lives in Soygaon then Walter lives in Asia or If Walter lives in Maharashtra then Walter lives in Asia,5
If Zane lives in Srivardhan then Zane lives in Maharashtra,1
If Zane lives in Srivardhan then Zane lives in India,1
If Zane lives in Srivardhan then Zane lives in Asia,1
If Zane lives in Maharashtra then Zane lives in India,1
If Zane lives in Maharashtra then Zane lives in Asia,1
If Zane lives in India then Zane lives in Asia,1
If Zane lives in Srivardhan then Zane lives in Maharashtra and If Zane lives in Srivardhan then Zane lives in India,2
If Zane lives in Srivardhan then Zane lives in Maharashtra or If Zane lives in Srivardhan then Zane lives in India,3
If Zane lives in Srivardhan then Zane lives in India and If Zane lives in Maharashtra then Zane lives in India,4
If Zane lives in Srivardhan then Zane lives in Asia and If Zane lives in Maharashtra then Zane lives in Asia,4
If Zane lives in Srivardhan then Zane lives in India or If Zane lives in Maharashtra then Zane lives in India,5
If Zane lives in Srivardhan then Zane lives in Asia or If Zane lives in Maharashtra then Zane lives in Asia,5
If George lives in Surgana then George lives in Maharashtra,1
If George lives in Surgana then George lives in India,1
If George lives in Surgana then George lives in Asia,1
If George lives in Maharashtra then George lives in India,1
If George lives in Maharashtra then George lives in Asia,1
If George lives in India then George lives in Asia,1
If George lives in Surgana then George lives in Maharashtra and If George lives in Surgana then George lives in India,2
If George lives in Surgana then George lives in Maharashtra or If George lives in Surgana then George lives in India,3
If George lives in Surgana then George lives in India and If George lives in Maharashtra then George lives in India,4
If George lives in Surgana then George lives in Asia and If George lives in Maharashtra then George lives in Asia,4
If George lives in Surgana then George lives in India or If George lives in Maharashtra then George lives in India,5
If George lives in Surgana then George lives in Asia or If George lives in Maharashtra then George lives in Asia,5
If Hannah lives in Taklibhan then Hannah lives in Maharashtra,1
If Hannah lives in Taklibhan then Hannah lives in India,1
If Hannah lives in Taklibhan then Hannah lives in Asia,1
If Hannah lives in Maharashtra then Hannah lives in India,1
If Hannah lives in Maharashtra then Hannah lives in Asia,1
If Hannah lives in India then Hannah lives in Asia,1
If Hannah lives in Taklibhan then Hannah lives in Maharashtra and If Hannah lives in Taklibhan then Hannah lives in India,2
If Hannah lives in Taklibhan then Hannah lives in Maharashtra or If Hannah lives in Taklibhan then Hannah lives in India,3
If Hannah lives in Taklibhan then Hannah lives in India and If Hannah lives in Maharashtra then Hannah lives in India,4
If Hannah lives in Taklibhan then Hannah lives in Asia and If Hannah lives in Maharashtra then Hannah lives in Asia,4
If Hannah lives in Taklibhan then Hannah lives in India or If Hannah lives in Maharashtra then Hannah lives in India,5
If Hannah lives in Taklibhan then Hannah lives in Asia or If Hannah lives in Maharashtra then Hannah lives in Asia,5
If Rachel lives in Talbid then Rachel lives in Maharashtra,1
If Rachel lives in Talbid then Rachel lives in India,1
If Rachel lives in Talbid then Rachel lives in Asia,1
If Rachel lives in Maharashtra then Rachel lives in India,1
If Rachel lives in Maharashtra then Rachel lives in Asia,1
If Rachel lives in India then Rachel lives in Asia,1
If Rachel lives in Talbid then Rachel lives in Maharashtra and If Rachel lives in Talbid then Rachel lives in India,2
If Rachel lives in Talbid then Rachel lives in Maharashtra or If Rachel lives in Talbid then Rachel lives in India,3
If Rachel lives in Talbid then Rachel lives in India and If Rachel lives in Maharashtra then Rachel lives in India,4
If Rachel lives in Talbid then Rachel lives in Asia and If Rachel lives in Maharashtra then Rachel lives in Asia,4
If Rachel lives in Talbid then Rachel lives in India or If Rachel lives in Maharashtra then Rachel lives in India,5
If Rachel lives in Talbid then Rachel lives in Asia or If Rachel lives in Maharashtra then Rachel lives in Asia,5
If Kevin lives in Talegaon Dabhade then Kevin lives in Maharashtra,1
If Kevin lives in Talegaon Dabhade then Kevin lives in India,1
If Kevin lives in Talegaon Dabhade then Kevin lives in Asia,1
If Kevin lives in Maharashtra then Kevin lives in India,1
If Kevin lives in Maharashtra then Kevin lives in Asia,1
If Kevin lives in India then Kevin lives in Asia,1
If Kevin lives in Talegaon Dabhade then Kevin lives in Maharashtra and If Kevin lives in Talegaon Dabhade then Kevin lives in India,2
If Kevin lives in Talegaon Dabhade then Kevin lives in Maharashtra or If Kevin lives in Talegaon Dabhade then Kevin lives in India,3
If Kevin lives in Talegaon Dabhade then Kevin lives in India and If Kevin lives in Maharashtra then Kevin lives in India,4
If Kevin lives in Talegaon Dabhade then Kevin lives in Asia and If Kevin lives in Maharashtra then Kevin lives in Asia,4
If Kevin lives in Talegaon Dabhade then Kevin lives in India or If Kevin lives in Maharashtra then Kevin lives in India,5
If Kevin lives in Talegaon Dabhade then Kevin lives in Asia or If Kevin lives in Maharashtra then Kevin lives in Asia,5
If Alice lives in Talegaon Dhamdhere then Alice lives in Maharashtra,1
If Alice lives in Talegaon Dhamdhere then Alice lives in India,1
If Alice lives in Talegaon Dhamdhere then Alice lives in Asia,1
If Alice lives in Maharashtra then Alice lives in India,1
If Alice lives in Maharashtra then Alice lives in Asia,1
If Alice lives in India then Alice lives in Asia,1
If Alice lives in Talegaon Dhamdhere then Alice lives in Maharashtra and If Alice lives in Talegaon Dhamdhere then Alice lives in India,2
If Alice lives in Talegaon Dhamdhere then Alice lives in Maharashtra or If Alice lives in Talegaon Dhamdhere then Alice lives in India,3
If Alice lives in Talegaon Dhamdhere then Alice lives in India and If Alice lives in Maharashtra then Alice lives in India,4
If Alice lives in Talegaon Dhamdhere then Alice lives in Asia and If Alice lives in Maharashtra then Alice lives in Asia,4
If Alice lives in Talegaon Dhamdhere then Alice lives in India or If Alice lives in Maharashtra then Alice lives in India,5
If Alice lives in Talegaon Dhamdhere then Alice lives in Asia or If Alice lives in Maharashtra then Alice lives in Asia,5
If Mason lives in Taloda then Mason lives in Maharashtra,1
If Mason lives in Taloda then Mason lives in India,1
If Mason lives in Taloda then Mason lives in Asia,1
If Mason lives in Maharashtra then Mason lives in India,1
If Mason lives in Maharashtra then Mason lives in Asia,1
If Mason lives in India then Mason lives in Asia,1
If Mason lives in Taloda then Mason lives in Maharashtra and If Mason lives in Taloda then Mason lives in India,2
If Mason lives in Taloda then Mason lives in Maharashtra or If Mason lives in Taloda then Mason lives in India,3
If Mason lives in Taloda then Mason lives in India and If Mason lives in Maharashtra then Mason lives in India,4
If Mason lives in Taloda then Mason lives in Asia and If Mason lives in Maharashtra then Mason lives in Asia,4
If Mason lives in Taloda then Mason lives in India or If Mason lives in Maharashtra then Mason lives in India,5
If Mason lives in Taloda then Mason lives in Asia or If Mason lives in Maharashtra then Mason lives in Asia,5
If Hannah lives in Talode then Hannah lives in Maharashtra,1
If Hannah lives in Talode then Hannah lives in India,1
If Hannah lives in Talode then Hannah lives in Asia,1
If Hannah lives in Maharashtra then Hannah lives in India,1
If Hannah lives in Maharashtra then Hannah lives in Asia,1
If Hannah lives in India then Hannah lives in Asia,1
If Hannah lives in Talode then Hannah lives in Maharashtra and If Hannah lives in Talode then Hannah lives in India,2
If Hannah lives in Talode then Hannah lives in Maharashtra or If Hannah lives in Talode then Hannah lives in India,3
If Hannah lives in Talode then Hannah lives in India and If Hannah lives in Maharashtra then Hannah lives in India,4
If Hannah lives in Talode then Hannah lives in Asia and If Hannah lives in Maharashtra then Hannah lives in Asia,4
If Hannah lives in Talode then Hannah lives in India or If Hannah lives in Maharashtra then Hannah lives in India,5
If Hannah lives in Talode then Hannah lives in Asia or If Hannah lives in Maharashtra then Hannah lives in Asia,5
If Kevin lives in Tarapur then Kevin lives in Maharashtra,1
If Kevin lives in Tarapur then Kevin lives in India,1
If Kevin lives in Tarapur then Kevin lives in Asia,1
If Kevin lives in Maharashtra then Kevin lives in India,1
If Kevin lives in Maharashtra then Kevin lives in Asia,1
If Kevin lives in India then Kevin lives in Asia,1
If Kevin lives in Tarapur then Kevin lives in Maharashtra and If Kevin lives in Tarapur then Kevin lives in India,2
If Kevin lives in Tarapur then Kevin lives in Maharashtra or If Kevin lives in Tarapur then Kevin lives in India,3
If Kevin lives in Tarapur then Kevin lives in India and If Kevin lives in Maharashtra then Kevin lives in India,4
If Kevin lives in Tarapur then Kevin lives in Asia and If Kevin lives in Maharashtra then Kevin lives in Asia,4
If Kevin lives in Tarapur then Kevin lives in India or If Kevin lives in Maharashtra then Kevin lives in India,5
If Kevin lives in Tarapur then Kevin lives in Asia or If Kevin lives in Maharashtra then Kevin lives in Asia,5
If Nina lives in Tardeo then Nina lives in Maharashtra,1
If Nina lives in Tardeo then Nina lives in India,1
If Nina lives in Tardeo then Nina lives in Asia,1
If Nina lives in Maharashtra then Nina lives in India,1
If Nina lives in Maharashtra then Nina lives in Asia,1
If Nina lives in India then Nina lives in Asia,1
If Nina lives in Tardeo then Nina lives in Maharashtra and If Nina lives in Tardeo then Nina lives in India,2
If Nina lives in Tardeo then Nina lives in Maharashtra or If Nina lives in Tardeo then Nina lives in India,3
If Nina lives in Tardeo then Nina lives in India and If Nina lives in Maharashtra then Nina lives in India,4
If Nina lives in Tardeo then Nina lives in Asia and If Nina lives in Maharashtra then Nina lives in Asia,4
If Nina lives in Tardeo then Nina lives in India or If Nina lives in Maharashtra then Nina lives in India,5
If Nina lives in Tardeo then Nina lives in Asia or If Nina lives in Maharashtra then Nina lives in Asia,5
If Yara lives in Tasgaon then Yara lives in Maharashtra,1
If Yara lives in Tasgaon then Yara lives in India,1
If Yara lives in Tasgaon then Yara lives in Asia,1
If Yara lives in Maharashtra then Yara lives in India,1
If Yara lives in Maharashtra then Yara lives in Asia,1
If Yara lives in India then Yara lives in Asia,1
If Yara lives in Tasgaon then Yara lives in Maharashtra and If Yara lives in Tasgaon then Yara lives in India,2
If Yara lives in Tasgaon then Yara lives in Maharashtra or If Yara lives in Tasgaon then Yara lives in India,3
If Yara lives in Tasgaon then Yara lives in India and If Yara lives in Maharashtra then Yara lives in India,4
If Yara lives in Tasgaon then Yara lives in Asia and If Yara lives in Maharashtra then Yara lives in Asia,4
If Yara lives in Tasgaon then Yara lives in India or If Yara lives in Maharashtra then Yara lives in India,5
If Yara lives in Tasgaon then Yara lives in Asia or If Yara lives in Maharashtra then Yara lives in Asia,5
If Paula lives in Telhara then Paula lives in Maharashtra,1
If Paula lives in Telhara then Paula lives in India,1
If Paula lives in Telhara then Paula lives in Asia,1
If Paula lives in Maharashtra then Paula lives in India,1
If Paula lives in Maharashtra then Paula lives in Asia,1
If Paula lives in India then Paula lives in Asia,1
If Paula lives in Telhara then Paula lives in Maharashtra and If Paula lives in Telhara then Paula lives in India,2
If Paula lives in Telhara then Paula lives in Maharashtra or If Paula lives in Telhara then Paula lives in India,3
If Paula lives in Telhara then Paula lives in India and If Paula lives in Maharashtra then Paula lives in India,4
If Paula lives in Telhara then Paula lives in Asia and If Paula lives in Maharashtra then Paula lives in Asia,4
If Paula lives in Telhara then Paula lives in India or If Paula lives in Maharashtra then Paula lives in India,5
If Paula lives in Telhara then Paula lives in Asia or If Paula lives in Maharashtra then Paula lives in Asia,5
If George lives in Thalner then George lives in Maharashtra,1
If George lives in Thalner then George lives in India,1
If George lives in Thalner then George lives in Asia,1
If George lives in Maharashtra then George lives in India,1
If George lives in Maharashtra then George lives in Asia,1
If George lives in India then George lives in Asia,1
If George lives in Thalner then George lives in Maharashtra and If George lives in Thalner then George lives in India,2
If George lives in Thalner then George lives in Maharashtra or If George lives in Thalner then George lives in India,3
If George lives in Thalner then George lives in India and If George lives in Maharashtra then George lives in India,4
If George lives in Thalner then George lives in Asia and If George lives in Maharashtra then George lives in Asia,4
If George lives in Thalner then George lives in India or If George lives in Maharashtra then George lives in India,5
If George lives in Thalner then George lives in Asia or If George lives in Maharashtra then George lives in Asia,5
If Tina lives in Thane then Tina lives in Maharashtra,1
If Tina lives in Thane then Tina lives in India,1
If Tina lives in Thane then Tina lives in Asia,1
If Tina lives in Maharashtra then Tina lives in India,1
If Tina lives in Maharashtra then Tina lives in Asia,1
If Tina lives in India then Tina lives in Asia,1
If Tina lives in Thane then Tina lives in Maharashtra and If Tina lives in Thane then Tina lives in India,2
If Tina lives in Thane then Tina lives in Maharashtra or If Tina lives in Thane then Tina lives in India,3
If Tina lives in Thane then Tina lives in India and If Tina lives in Maharashtra then Tina lives in India,4
If Tina lives in Thane then Tina lives in Asia and If Tina lives in Maharashtra then Tina lives in Asia,4
If Tina lives in Thane then Tina lives in India or If Tina lives in Maharashtra then Tina lives in India,5
If Tina lives in Thane then Tina lives in Asia or If Tina lives in Maharashtra then Tina lives in Asia,5
If George lives in Trimbak then George lives in Maharashtra,1
If George lives in Trimbak then George lives in India,1
If George lives in Trimbak then George lives in Asia,1
If George lives in Maharashtra then George lives in India,1
If George lives in Maharashtra then George lives in Asia,1
If George lives in India then George lives in Asia,1
If George lives in Trimbak then George lives in Maharashtra and If George lives in Trimbak then George lives in India,2
If George lives in Trimbak then George lives in Maharashtra or If George lives in Trimbak then George lives in India,3
If George lives in Trimbak then George lives in India and If George lives in Maharashtra then George lives in India,4
If George lives in Trimbak then George lives in Asia and If George lives in Maharashtra then George lives in Asia,4
If George lives in Trimbak then George lives in India or If George lives in Maharashtra then George lives in India,5
If George lives in Trimbak then George lives in Asia or If George lives in Maharashtra then George lives in Asia,5
If Nina lives in Trombay then Nina lives in Maharashtra,1
If Nina lives in Trombay then Nina lives in India,1
If Nina lives in Trombay then Nina lives in Asia,1
If Nina lives in Maharashtra then Nina lives in India,1
If Nina lives in Maharashtra then Nina lives in Asia,1
If Nina lives in India then Nina lives in Asia,1
If Nina lives in Trombay then Nina lives in Maharashtra and If Nina lives in Trombay then Nina lives in India,2
If Nina lives in Trombay then Nina lives in Maharashtra or If Nina lives in Trombay then Nina lives in India,3
If Nina lives in Trombay then Nina lives in India and If Nina lives in Maharashtra then Nina lives in India,4
If Nina lives in Trombay then Nina lives in Asia and If Nina lives in Maharashtra then Nina lives in Asia,4
If Nina lives in Trombay then Nina lives in India or If Nina lives in Maharashtra then Nina lives in India,5
If Nina lives in Trombay then Nina lives in Asia or If Nina lives in Maharashtra then Nina lives in Asia,5
If Xena lives in Tuljapur then Xena lives in Maharashtra,1
If Xena lives in Tuljapur then Xena lives in India,1
If Xena lives in Tuljapur then Xena lives in Asia,1
If Xena lives in Maharashtra then Xena lives in India,1
If Xena lives in Maharashtra then Xena lives in Asia,1
If Xena lives in India then Xena lives in Asia,1
If Xena lives in Tuljapur then Xena lives in Maharashtra and If Xena lives in Tuljapur then Xena lives in India,2
If Xena lives in Tuljapur then Xena lives in Maharashtra or If Xena lives in Tuljapur then Xena lives in India,3
If Xena lives in Tuljapur then Xena lives in India and If Xena lives in Maharashtra then Xena lives in India,4
If Xena lives in Tuljapur then Xena lives in Asia and If Xena lives in Maharashtra then Xena lives in Asia,4
If Xena lives in Tuljapur then Xena lives in India or If Xena lives in Maharashtra then Xena lives in India,5
If Xena lives in Tuljapur then Xena lives in Asia or If Xena lives in Maharashtra then Xena lives in Asia,5
If Umar lives in Tumsar then Umar lives in Maharashtra,1
If Umar lives in Tumsar then Umar lives in India,1
If Umar lives in Tumsar then Umar lives in Asia,1
If Umar lives in Maharashtra then Umar lives in India,1
If Umar lives in Maharashtra then Umar lives in Asia,1
If Umar lives in India then Umar lives in Asia,1
If Umar lives in Tumsar then Umar lives in Maharashtra and If Umar lives in Tumsar then Umar lives in India,2
If Umar lives in Tumsar then Umar lives in Maharashtra or If Umar lives in Tumsar then Umar lives in India,3
If Umar lives in Tumsar then Umar lives in India and If Umar lives in Maharashtra then Umar lives in India,4
If Umar lives in Tumsar then Umar lives in Asia and If Umar lives in Maharashtra then Umar lives in Asia,4
If Umar lives in Tumsar then Umar lives in India or If Umar lives in Maharashtra then Umar lives in India,5
If Umar lives in Tumsar then Umar lives in Asia or If Umar lives in Maharashtra then Umar lives in Asia,5
If Diana lives in Udgir then Diana lives in Maharashtra,1
If Diana lives in Udgir then Diana lives in India,1
If Diana lives in Udgir then Diana lives in Asia,1
If Diana lives in Maharashtra then Diana lives in India,1
If Diana lives in Maharashtra then Diana lives in Asia,1
If Diana lives in India then Diana lives in Asia,1
If Diana lives in Udgir then Diana lives in Maharashtra and If Diana lives in Udgir then Diana lives in India,2
If Diana lives in Udgir then Diana lives in Maharashtra or If Diana lives in Udgir then Diana lives in India,3
If Diana lives in Udgir then Diana lives in India and If Diana lives in Maharashtra then Diana lives in India,4
If Diana lives in Udgir then Diana lives in Asia and If Diana lives in Maharashtra then Diana lives in Asia,4
If Diana lives in Udgir then Diana lives in India or If Diana lives in Maharashtra then Diana lives in India,5
If Diana lives in Udgir then Diana lives in Asia or If Diana lives in Maharashtra then Diana lives in Asia,5
If Ethan lives in Ulhasnagar then Ethan lives in Maharashtra,1
If Ethan lives in Ulhasnagar then Ethan lives in India,1
If Ethan lives in Ulhasnagar then Ethan lives in Asia,1
If Ethan lives in Maharashtra then Ethan lives in India,1
If Ethan lives in Maharashtra then Ethan lives in Asia,1
If Ethan lives in India then Ethan lives in Asia,1
If Ethan lives in Ulhasnagar then Ethan lives in Maharashtra and If Ethan lives in Ulhasnagar then Ethan lives in India,2
If Ethan lives in Ulhasnagar then Ethan lives in Maharashtra or If Ethan lives in Ulhasnagar then Ethan lives in India,3
If Ethan lives in Ulhasnagar then Ethan lives in India and If Ethan lives in Maharashtra then Ethan lives in India,4
If Ethan lives in Ulhasnagar then Ethan lives in Asia and If Ethan lives in Maharashtra then Ethan lives in Asia,4
If Ethan lives in Ulhasnagar then Ethan lives in India or If Ethan lives in Maharashtra then Ethan lives in India,5
If Ethan lives in Ulhasnagar then Ethan lives in Asia or If Ethan lives in Maharashtra then Ethan lives in Asia,5
If Diana lives in Umarga then Diana lives in Maharashtra,1
If Diana lives in Umarga then Diana lives in India,1
If Diana lives in Umarga then Diana lives in Asia,1
If Diana lives in Maharashtra then Diana lives in India,1
If Diana lives in Maharashtra then Diana lives in Asia,1
If Diana lives in India then Diana lives in Asia,1
If Diana lives in Umarga then Diana lives in Maharashtra and If Diana lives in Umarga then Diana lives in India,2
If Diana lives in Umarga then Diana lives in Maharashtra or If Diana lives in Umarga then Diana lives in India,3
If Diana lives in Umarga then Diana lives in India and If Diana lives in Maharashtra then Diana lives in India,4
If Diana lives in Umarga then Diana lives in Asia and If Diana lives in Maharashtra then Diana lives in Asia,4
If Diana lives in Umarga then Diana lives in India or If Diana lives in Maharashtra then Diana lives in India,5
If Diana lives in Umarga then Diana lives in Asia or If Diana lives in Maharashtra then Diana lives in Asia,5
If Ian lives in Umarkhed then Ian lives in Maharashtra,1
If Ian lives in Umarkhed then Ian lives in India,1
If Ian lives in Umarkhed then Ian lives in Asia,1
If Ian lives in Maharashtra then Ian lives in India,1
If Ian lives in Maharashtra then Ian lives in Asia,1
If Ian lives in India then Ian lives in Asia,1
If Ian lives in Umarkhed then Ian lives in Maharashtra and If Ian lives in Umarkhed then Ian lives in India,2
If Ian lives in Umarkhed then Ian lives in Maharashtra or If Ian lives in Umarkhed then Ian lives in India,3
If Ian lives in Umarkhed then Ian lives in India and If Ian lives in Maharashtra then Ian lives in India,4
If Ian lives in Umarkhed then Ian lives in Asia and If Ian lives in Maharashtra then Ian lives in Asia,4
If Ian lives in Umarkhed then Ian lives in India or If Ian lives in Maharashtra then Ian lives in India,5
If Ian lives in Umarkhed then Ian lives in Asia or If Ian lives in Maharashtra then Ian lives in Asia,5
If Alice lives in Umred then Alice lives in Maharashtra,1
If Alice lives in Umred then Alice lives in India,1
If Alice lives in Umred then Alice lives in Asia,1
If Alice lives in Maharashtra then Alice lives in India,1
If Alice lives in Maharashtra then Alice lives in Asia,1
If Alice lives in India then Alice lives in Asia,1
If Alice lives in Umred then Alice lives in Maharashtra and If Alice lives in Umred then Alice lives in India,2
If Alice lives in Umred then Alice lives in Maharashtra or If Alice lives in Umred then Alice lives in India,3
If Alice lives in Umred then Alice lives in India and If Alice lives in Maharashtra then Alice lives in India,4
If Alice lives in Umred then Alice lives in Asia and If Alice lives in Maharashtra then Alice lives in Asia,4
If Alice lives in Umred then Alice lives in India or If Alice lives in Maharashtra then Alice lives in India,5
If Alice lives in Umred then Alice lives in Asia or If Alice lives in Maharashtra then Alice lives in Asia,5
If Paula lives in Uran then Paula lives in Maharashtra,1
If Paula lives in Uran then Paula lives in India,1
If Paula lives in Uran then Paula lives in Asia,1
If Paula lives in Maharashtra then Paula lives in India,1
If Paula lives in Maharashtra then Paula lives in Asia,1
If Paula lives in India then Paula lives in Asia,1
If Paula lives in Uran then Paula lives in Maharashtra and If Paula lives in Uran then Paula lives in India,2
If Paula lives in Uran then Paula lives in Maharashtra or If Paula lives in Uran then Paula lives in India,3
If Paula lives in Uran then Paula lives in India and If Paula lives in Maharashtra then Paula lives in India,4
If Paula lives in Uran then Paula lives in Asia and If Paula lives in Maharashtra then Paula lives in Asia,4
If Paula lives in Uran then Paula lives in India or If Paula lives in Maharashtra then Paula lives in India,5
If Paula lives in Uran then Paula lives in Asia or If Paula lives in Maharashtra then Paula lives in Asia,5
If Lily lives in Uruli Kanchan then Lily lives in Maharashtra,1
If Lily lives in Uruli Kanchan then Lily lives in India,1
If Lily lives in Uruli Kanchan then Lily lives in Asia,1
If Lily lives in Maharashtra then Lily lives in India,1
If Lily lives in Maharashtra then Lily lives in Asia,1
If Lily lives in India then Lily lives in Asia,1
If Lily lives in Uruli Kanchan then Lily lives in Maharashtra and If Lily lives in Uruli Kanchan then Lily lives in India,2
If Lily lives in Uruli Kanchan then Lily lives in Maharashtra or If Lily lives in Uruli Kanchan then Lily lives in India,3
If Lily lives in Uruli Kanchan then Lily lives in India and If Lily lives in Maharashtra then Lily lives in India,4
If Lily lives in Uruli Kanchan then Lily lives in Asia and If Lily lives in Maharashtra then Lily lives in Asia,4
If Lily lives in Uruli Kanchan then Lily lives in India or If Lily lives in Maharashtra then Lily lives in India,5
If Lily lives in Uruli Kanchan then Lily lives in Asia or If Lily lives in Maharashtra then Lily lives in Asia,5
If Hannah lives in Vada then Hannah lives in Maharashtra,1
If Hannah lives in Vada then Hannah lives in India,1
If Hannah lives in Vada then Hannah lives in Asia,1
If Hannah lives in Maharashtra then Hannah lives in India,1
If Hannah lives in Maharashtra then Hannah lives in Asia,1
If Hannah lives in India then Hannah lives in Asia,1
If Hannah lives in Vada then Hannah lives in Maharashtra and If Hannah lives in Vada then Hannah lives in India,2
If Hannah lives in Vada then Hannah lives in Maharashtra or If Hannah lives in Vada then Hannah lives in India,3
If Hannah lives in Vada then Hannah lives in India and If Hannah lives in Maharashtra then Hannah lives in India,4
If Hannah lives in Vada then Hannah lives in Asia and If Hannah lives in Maharashtra then Hannah lives in Asia,4
If Hannah lives in Vada then Hannah lives in India or If Hannah lives in Maharashtra then Hannah lives in India,5
If Hannah lives in Vada then Hannah lives in Asia or If Hannah lives in Maharashtra then Hannah lives in Asia,5
If Umar lives in Vadgaon then Umar lives in Maharashtra,1
If Umar lives in Vadgaon then Umar lives in India,1
If Umar lives in Vadgaon then Umar lives in Asia,1
If Umar lives in Maharashtra then Umar lives in India,1
If Umar lives in Maharashtra then Umar lives in Asia,1
If Umar lives in India then Umar lives in Asia,1
If Umar lives in Vadgaon then Umar lives in Maharashtra and If Umar lives in Vadgaon then Umar lives in India,2
If Umar lives in Vadgaon then Umar lives in Maharashtra or If Umar lives in Vadgaon then Umar lives in India,3
If Umar lives in Vadgaon then Umar lives in India and If Umar lives in Maharashtra then Umar lives in India,4
If Umar lives in Vadgaon then Umar lives in Asia and If Umar lives in Maharashtra then Umar lives in Asia,4
If Umar lives in Vadgaon then Umar lives in India or If Umar lives in Maharashtra then Umar lives in India,5
If Umar lives in Vadgaon then Umar lives in Asia or If Umar lives in Maharashtra then Umar lives in Asia,5
If Yara lives in Vadner then Yara lives in Maharashtra,1
If Yara lives in Vadner then Yara lives in India,1
If Yara lives in Vadner then Yara lives in Asia,1
If Yara lives in Maharashtra then Yara lives in India,1
If Yara lives in Maharashtra then Yara lives in Asia,1
If Yara lives in India then Yara lives in Asia,1
If Yara lives in Vadner then Yara lives in Maharashtra and If Yara lives in Vadner then Yara lives in India,2
If Yara lives in Vadner then Yara lives in Maharashtra or If Yara lives in Vadner then Yara lives in India,3
If Yara lives in Vadner then Yara lives in India and If Yara lives in Maharashtra then Yara lives in India,4
If Yara lives in Vadner then Yara lives in Asia and If Yara lives in Maharashtra then Yara lives in Asia,4
If Yara lives in Vadner then Yara lives in India or If Yara lives in Maharashtra then Yara lives in India,5
If Yara lives in Vadner then Yara lives in Asia or If Yara lives in Maharashtra then Yara lives in Asia,5
If Vera lives in Vaijapur then Vera lives in Maharashtra,1
If Vera lives in Vaijapur then Vera lives in India,1
If Vera lives in Vaijapur then Vera lives in Asia,1
If Vera lives in Maharashtra then Vera lives in India,1
If Vera lives in Maharashtra then Vera lives in Asia,1
If Vera lives in India then Vera lives in Asia,1
If Vera lives in Vaijapur then Vera lives in Maharashtra and If Vera lives in Vaijapur then Vera lives in India,2
If Vera lives in Vaijapur then Vera lives in Maharashtra or If Vera lives in Vaijapur then Vera lives in India,3
If Vera lives in Vaijapur then Vera lives in India and If Vera lives in Maharashtra then Vera lives in India,4
If Vera lives in Vaijapur then Vera lives in Asia and If Vera lives in Maharashtra then Vera lives in Asia,4
If Vera lives in Vaijapur then Vera lives in India or If Vera lives in Maharashtra then Vera lives in India,5
If Vera lives in Vaijapur then Vera lives in Asia or If Vera lives in Maharashtra then Vera lives in Asia,5
If Oscar lives in Vairag then Oscar lives in Maharashtra,1
If Oscar lives in Vairag then Oscar lives in India,1
If Oscar lives in Vairag then Oscar lives in Asia,1
If Oscar lives in Maharashtra then Oscar lives in India,1
If Oscar lives in Maharashtra then Oscar lives in Asia,1
If Oscar lives in India then Oscar lives in Asia,1
If Oscar lives in Vairag then Oscar lives in Maharashtra and If Oscar lives in Vairag then Oscar lives in India,2
If Oscar lives in Vairag then Oscar lives in Maharashtra or If Oscar lives in Vairag then Oscar lives in India,3
If Oscar lives in Vairag then Oscar lives in India and If Oscar lives in Maharashtra then Oscar lives in India,4
If Oscar lives in Vairag then Oscar lives in Asia and If Oscar lives in Maharashtra then Oscar lives in Asia,4
If Oscar lives in Vairag then Oscar lives in India or If Oscar lives in Maharashtra then Oscar lives in India,5
If Oscar lives in Vairag then Oscar lives in Asia or If Oscar lives in Maharashtra then Oscar lives in Asia,5
If Ethan lives in Valsang then Ethan lives in Maharashtra,1
If Ethan lives in Valsang then Ethan lives in India,1
If Ethan lives in Valsang then Ethan lives in Asia,1
If Ethan lives in Maharashtra then Ethan lives in India,1
If Ethan lives in Maharashtra then Ethan lives in Asia,1
If Ethan lives in India then Ethan lives in Asia,1
If Ethan lives in Valsang then Ethan lives in Maharashtra and If Ethan lives in Valsang then Ethan lives in India,2
